date,max_temperature,avg_hourly_temperature,avg_temperature,min_temperature,max_humidex,min_windchill,max_relative_humidity,avg_hourly_relative_humidity,avg_relative_humidity,min_relative_humidity,max_dew_point,avg_hourly_dew_point,avg_dew_point,min_dew_point,max_wind_speed,avg_hourly_wind_speed,avg_wind_speed,min_wind_speed,max_wind_gust,wind_gust_dir_10s,max_pressure_sea,avg_hourly_pressure_sea,avg_pressure_sea,min_pressure_sea,max_pressure_station,avg_hourly_pressure_station,avg_pressure_station,min_pressure_station,max_visibility,avg_hourly_visibility,avg_visibility,min_visibility,max_health_index,avg_hourly_health_index,avg_health_index,min_health_index,heatdegdays,cooldegdays,growdegdays_5,growdegdays_10,precipitation,rain,snow,snow_on_ground,sunrise,sunset,sunlight,sunrise_f,sunset_f,min_uv_forecast,max_uv_forecast,min_high_temperature_forecast,max_high_temperature_forecast,min_low_temperature_forecast,max_low_temperature_forecast,solar_radiation,max_cloud_cover_4,avg_hourly_cloud_cover_4,avg_cloud_cover_4,min_cloud_cover_4,max_cloud_cover_8,avg_hourly_cloud_cover_8,avg_cloud_cover_8,min_cloud_cover_8,max_cloud_cover_10,avg_hourly_cloud_cover_10,avg_cloud_cover_10,min_cloud_cover_10
2015-09-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06:56:00,20:02:00,13.1,6.93,20.03,6,6,29,29,18,20,,,,,,,,,,,,,
2015-09-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06:55:00,20:04:00,13.15,6.92,20.07,6,6,25,25,18,18,,,,,,,,,,,,,
2015-09-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06:54:00,20:05:00,13.18,6.9,20.08,6,7,26,26,18,18,,,,,,,,,,,,,
2015-09-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06:53:00,20:07:00,13.23,6.88,20.12,6,6,26,26,13,15,,,,,,,,,,,,,
2015-09-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06:51:00,20:09:00,13.3,6.85,20.15,5,6,27,27,16,18,,,,,,,,,,,,,
2015-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06:50:00,20:11:00,13.35,6.83,20.18,4,6,25,27,17,17,,,,,,,,,,,,,
2015-08-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06:49:00,20:13:00,13.4,6.82,20.22,5,7,28,28,16,16,,,,,,,,,,,,,
2015-08-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06:48:00,20:15:00,13.45,6.8,20.25,5,5,25,25,14,14,,,,,,,,,,,,,
2015-08-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06:46:00,20:17:00,13.52,6.77,20.28,5,5,21,21,14,14,,,,,,,,,,,,,
2015-08-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06:45:00,20:19:00,13.57,6.75,20.32,5,7,23,24,14,15,,,,,,,,,,,,,
2015-08-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06:44:00,20:21:00,13.62,6.73,20.35,6,6,22,22,12,12,,,,,,,,,,,,,
2015-08-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06:43:00,20:22:00,13.65,6.72,20.37,5,5,17,17,8,8,,,,,,,,,,,,,
2015-08-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06:41:00,20:24:00,13.72,6.68,20.4,,,16,17,10,11,,,,,,,,,,,,,
2015-08-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06:40:00,20:26:00,13.77,6.67,20.43,,,16,18,13,13,,,,,,,,,,,,,
2015-08-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06:39:00,20:28:00,13.82,6.65,20.47,6,6,25,25,14,14,,,,,,,,,,,,,
2015-08-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06:37:00,20:30:00,13.88,6.62,20.5,7,7,26,26,15,16,,,,,,,,,,,,,
2015-08-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06:36:00,20:31:00,13.92,6.6,20.52,6,6,20,20,12,13,,,,,,,,,,,,,
2015-08-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06:35:00,20:33:00,13.97,6.58,20.55,4,4,19,20,11,11,,,,,,,,,,,,,
2015-08-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06:34:00,20:35:00,14.02,6.57,20.58,5,6,23,23,17,17,,,,,,,,,,,,,
2015-08-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06:32:00,20:37:00,14.08,6.53,20.62,3,5,23,23,17,17,,,,,,,,,,,,,
2015-08-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06:31:00,20:38:00,14.12,6.52,20.63,6,8,27,27,18,18,,,,,,,,,,,,,
2015-08-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06:30:00,20:40:00,14.17,6.5,20.67,8,8,31,31,21,21,,,,,,,,,,,,,
2015-08-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06:29:00,20:42:00,14.22,6.48,20.7,7,7,31,31,16,16,,,,,,,,,,,,,
2015-08-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06:27:00,20:43:00,14.27,6.45,20.72,5,7,25,25,13,15,,,,,,,,,,,,,
2015-08-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06:26:00,20:45:00,14.32,6.43,20.75,6,6,26,26,17,17,,,,,,,,,,,,,
2015-08-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06:25:00,20:47:00,14.37,6.42,20.78,7,7,24,24,12,12,,,,,,,,,,,,,
2015-08-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06:24:00,20:48:00,14.4,6.4,20.8,5,5,20,20,12,12,,,,,,,,,,,,,
2015-08-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06:22:00,20:50:00,14.47,6.37,20.83,5,5,20,20,14,16,,,,,,,,,,,,,
2015-08-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06:21:00,20:51:00,14.5,6.35,20.85,7,7,26,26,16,16,,,,,,,,,,,,,
2015-08-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06:20:00,20:53:00,14.55,6.33,20.88,4,4,20,24,13,13,,,,,,,,,,,,,
2015-08-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06:19:00,20:54:00,14.58,6.32,20.9,6,7,24,24,14,14,,,,,,,,,,,,,
2015-08-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06:17:00,20:56:00,14.65,6.28,20.93,6,8,22,22,12,12,,,,,,,,,,,,,
2015-08-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06:16:00,20:57:00,14.68,6.27,20.95,7,7,22,22,10,10,,,,,,,,,,,,,
2015-08-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06:15:00,20:59:00,14.73,6.25,20.98,7,7,21,21,10,10,,,,,,,,,,,,,
2015-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06:14:00,21:00:00,14.77,6.23,21,5,6,20,20,10,10,,,,,,,,,,,,,
2015-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06:12:00,21:01:00,14.82,6.2,21.02,4,4,21,21,13,14,,,,,,,,,,,,,
